"Time (s) Run #1","Position (m) Run #1","Velocity (m/s) Run #1","Acceleration (m/s²) Run #1","Time (s) Run #2","Position (m) Run #2","Velocity (m/s) Run #2","Acceleration (m/s²) Run #2","Time (s) Run #3","Position (m) Run #3","Velocity (m/s) Run #3","Acceleration (m/s²) Run #3","Time (s) Run #4","Position (m) Run #4","Velocity (m/s) Run #4","Acceleration (m/s²) Run #4","Time (s) Run #5","Position (m) Run #5","Velocity (m/s) Run #5","Acceleration (m/s²) Run #5","Time (s) Run #6","Position (m) Run #6","Velocity (m/s) Run #6","Acceleration (m/s²) Run #6","Time (s) Run #7","Position (m) Run #7","Velocity (m/s) Run #7","Acceleration (m/s²) Run #7","Time (s) Run #8","Position (m) Run #8","Velocity (m/s) Run #8","Acceleration (m/s²) Run #8","Time (s) Run #9","Position (m) Run #9","Velocity (m/s) Run #9","Acceleration (m/s²) Run #9","Time (s) Run #10","Position (m) Run #10","Velocity (m/s) Run #10","Acceleration (m/s²) Run #10","Time (s) Run #11","Position (m) Run #11","Velocity (m/s) Run #11","Acceleration (m/s²) Run #11","Time (s) Run #12","Position (m) Run #12","Velocity (m/s) Run #12","Acceleration (m/s²) Run #12","Time (s) Run #13","Position (m) Run #13","Velocity (m/s) Run #13","Acceleration (m/s²) Run #13","Time (s) Run #14","Position (m) Run #14","Velocity (m/s) Run #14","Acceleration (m/s²) Run #14","Time (s) Run #15","Position (m) Run #15","Velocity (m/s) Run #15","Acceleration (m/s²) Run #15","Time (s) Run #16","Position (m) Run #16","Velocity (m/s) Run #16","Acceleration (m/s²) Run #16","Time (s) Run #17","Position (m) Run #17","Velocity (m/s) Run #17","Acceleration (m/s²) Run #17","Time (s) Run #18","Position (m) Run #18","Velocity (m/s) Run #18","Acceleration (m/s²) Run #18","Time (s) Run #19","Position (m) Run #19","Velocity (m/s) Run #19","Acceleration (m/s²) Run #19"
30.200,0.63,-0.08,-0.27,30.200,0.63,-0.09,-0.18,30.200,0.61,-0.06,0.35,30.200,0.62,-0.08,-0.12,30.200,0.63,0.03,-0.50,30.200,0.63,0.07,-0.37,30.200,0.63,0.01,-0.53,30.200,0.61,0.01,0.57,30.200,0.61,-0.04,0.45,30.200,0.62,0.08,0.06,30.200,0.62,-0.08,0.01,30.200,0.61,-0.01,0.62,30.200,0.62,-0.08,0.14,30.200,0.63,0.06,-0.26,30.200,0.61,0.06,0.40,30.200,0.62,-0.07,0.15,30.200,0.62,-0.10,0.03,30.200,0.62,0.10,0.12,30.200,0.61,-0.04,0.55
30.240,0.63,-0.09,-0.16,30.240,0.62,-0.09,-0.01,30.240,0.61,-0.04,0.44,30.240,0.62,-0.08,0.04,30.240,0.63,0.01,-0.58,30.240,0.63,0.06,-0.36,30.240,0.64,-3.44E-4,-0.50,30.240,0.61,0.04,0.58,30.240,0.61,-0.02,0.45,30.240,0.63,0.08,-0.15,30.240,0.62,-0.07,0.16,30.240,0.61,0.01,0.61,30.240,0.62,-0.08,0.30,30.240,0.63,0.05,-0.32,30.240,0.62,0.07,0.28,30.240,0.61,-0.06,0.35,30.240,0.62,-0.09,0.19,30.240,0.62,0.10,-0.05,30.240,0.61,-0.02,0.67
30.280,0.62,-0.10,0.01,30.280,0.62,-0.09,0.16,30.280,0.61,-0.02,0.50,30.280,0.62,-0.08,0.19,30.280,0.63,-0.01,-0.60,30.280,0.63,0.05,-0.35,30.280,0.63,-0.02,-0.51,30.280,0.61,0.06,0.53,30.280,0.61,-0.01,0.43,30.280,0.63,0.07,-0.31,30.280,0.62,-0.06,0.27,30.280,0.61,0.04,0.56,30.280,0.61,-0.06,0.44,30.280,0.63,0.03,-0.44,30.280,0.62,0.08,0.13,30.280,0.61,-0.04,0.53,30.280,0.61,-0.08,0.34,30.280,0.63,0.09,-0.21,30.280,0.61,0.01,0.70
30.320,0.62,-0.09,0.19,30.320,0.61,-0.08,0.31,30.320,0.61,5.11E-4,0.52,30.320,0.61,-0.07,0.32,30.320,0.63,-0.04,-0.52,30.320,0.63,0.03,-0.45,30.320,0.63,-0.05,-0.47,30.320,0.61,0.08,0.35,30.320,0.61,0.01,0.45,30.320,0.63,0.05,-0.40,30.320,0.61,-0.05,0.40,30.320,0.61,0.06,0.48,30.320,0.61,-0.04,0.48,30.320,0.63,0.01,-0.57,30.320,0.62,0.08,-0.02,30.320,0.61,-0.01,0.56,30.320,0.61,-0.06,0.46,30.320,0.63,0.08,-0.37,30.320,0.61,0.05,0.59
30.360,0.61,-0.08,0.34,30.360,0.61,-0.07,0.44,30.360,0.61,0.02,0.50,30.360,0.61,-0.05,0.43,30.360,0.63,-0.06,-0.36,30.360,0.64,0.01,-0.61,30.360,0.63,-0.06,-0.37,30.360,0.62,0.09,0.11,30.360,0.61,0.03,0.51,30.360,0.63,0.04,-0.45,30.360,0.61,-0.03,0.51,30.360,0.61,0.08,0.35,30.360,0.61,-0.02,0.43,30.360,0.64,-0.01,-0.66,30.360,0.63,0.08,-0.16,30.360,0.61,0.01,0.41,30.360,0.61,-0.04,0.57,30.360,0.63,0.06,-0.51,30.360,0.61,0.07,0.37
30.400,0.61,-0.06,0.46,30.400,0.61,-0.05,0.54,30.400,0.61,0.04,0.45,30.400,0.61,-0.03,0.51,30.400,0.63,-0.07,-0.22,30.400,0.64,-0.02,-0.68,30.400,0.63,-0.07,-0.27,30.400,0.62,0.09,-0.09,30.400,0.61,0.05,0.48,30.400,0.63,0.02,-0.51,30.400,0.61,-0.01,0.56,30.400,0.62,0.09,0.21,30.400,0.61,0.00,0.41,30.400,0.63,-0.04,-0.64,30.400,0.63,0.07,-0.29,30.400,0.61,0.02,0.26,30.400,0.61,-0.02,0.64,30.400,0.64,0.04,-0.61,30.400,0.62,0.07,0.21
30.440,0.61,-0.04,0.55,30.440,0.61,-0.02,0.60,30.440,0.61,0.06,0.37,30.440,0.61,-0.01,0.55,30.440,0.63,-0.07,-0.12,30.440,0.63,-0.05,-0.61,30.440,0.62,-0.08,-0.14,30.440,0.63,0.08,-0.21,30.440,0.62,0.07,0.33,30.440,0.63,0.00,-0.54,30.440,0.61,0.01,0.56,30.440,0.62,0.09,0.06,30.440,0.61,0.01,0.43,30.440,0.63,-0.07,-0.51,30.440,0.63,0.06,-0.40,30.440,0.61,0.03,0.29,30.440,0.61,0.01,0.64,30.440,0.64,0.01,-0.66,30.440,0.62,0.08,0.18
30.480,0.61,-0.02,0.61,30.480,0.61,0.00,0.61,30.480,0.62,0.07,0.25,30.480,0.61,0.01,0.54,30.480,0.62,-0.08,-0.04,30.480,0.63,-0.07,-0.42,30.480,0.62,-0.09,0.03,30.480,0.63,0.07,-0.29,30.480,0.62,0.08,0.14,30.480,0.63,-0.03,-0.48,30.480,0.61,0.04,0.50,30.480,0.62,0.09,-0.08,30.480,0.61,0.03,0.49,30.480,0.63,-0.08,-0.30,30.480,0.63,0.04,-0.49,30.480,0.61,0.04,0.37,30.480,0.61,0.04,0.59,30.480,0.64,-0.01,-0.66,30.480,0.62,0.09,0.12
30.520,0.61,0.01,0.63,30.520,0.61,0.03,0.57,30.520,0.62,0.08,0.10,30.520,0.61,0.03,0.50,30.520,0.62,-0.08,0.07,30.520,0.63,-0.08,-0.21,30.520,0.62,-0.08,0.26,30.520,0.63,0.06,-0.38,30.520,0.62,0.08,-0.03,30.520,0.63,-0.05,-0.40,30.520,0.61,0.06,0.33,30.520,0.63,0.09,-0.25,30.520,0.61,0.05,0.49,30.520,0.62,-0.09,-0.10,30.520,0.63,0.02,-0.55,30.520,0.62,0.06,0.34,30.520,0.61,0.06,0.49,30.520,0.64,-0.04,-0.61,30.520,0.62,0.09,-0.05
30.560,0.61,0.03,0.59,30.560,0.61,0.05,0.50,30.560,0.62,0.08,-0.05,30.560,0.61,0.05,0.42,30.560,0.62,-0.07,0.20,30.560,0.62,-0.09,-0.02,30.560,0.61,-0.07,0.46,30.560,0.63,0.04,-0.47,30.560,0.63,0.08,-0.17,30.560,0.63,-0.06,-0.32,30.560,0.62,0.07,0.12,30.560,0.63,0.07,-0.43,30.560,0.62,0.07,0.34,30.560,0.62,-0.09,0.07,30.560,0.63,-0.01,-0.55,30.560,0.62,0.07,0.17,30.560,0.61,0.08,0.37,30.560,0.63,-0.06,-0.50,30.560,0.63,0.08,-0.28
30.600,0.61,0.06,0.50,30.600,0.61,0.07,0.39,30.600,0.63,0.08,-0.19,30.600,0.61,0.07,0.32,30.600,0.61,-0.06,0.34,30.600,0.62,-0.08,0.13,30.600,0.61,-0.04,0.58,30.600,0.63,0.02,-0.52,30.600,0.63,0.07,-0.30,30.600,0.63,-0.07,-0.24,30.600,0.62,0.06,-0.01,30.600,0.63,0.05,-0.57,30.600,0.62,0.08,0.08,30.600,0.62,-0.09,0.22,30.600,0.63,-0.03,-0.50,30.600,0.62,0.07,-0.02,30.600,0.62,0.09,0.23,30.600,0.63,-0.08,-0.37,30.600,0.63,0.07,-0.48
30.640,0.61,0.07,0.38,30.640,0.62,0.08,0.26,30.640,0.63,0.06,-0.32,30.640,0.62,0.08,0.18,30.640,0.61,-0.04,0.44,30.640,0.62,-0.08,0.20,30.640,0.61,-0.02,0.56,30.640,0.64,-4.10E-4,-0.57,30.640,0.63,0.05,-0.41,30.640,0.62,-0.08,-0.11,30.640,0.62,0.06,-0.05,30.640,0.64,0.02,-0.64,30.640,0.62,0.08,-0.15,30.640,0.61,-0.07,0.34,30.640,0.63,-0.05,-0.41,30.640,0.63,0.07,-0.16,30.640,0.62,0.09,0.07,30.640,0.63,-0.09,-0.23,30.640,0.63,0.04,-0.59
30.680,0.62,0.09,0.25,30.680,0.62,0.09,0.10,30.680,0.63,0.05,-0.42,30.680,0.62,0.08,0.03,30.680,0.61,-0.02,0.50,30.680,0.62,-0.06,0.23,30.680,0.61,0.01,0.45,30.680,0.63,-0.02,-0.61,30.680,0.63,0.03,-0.49,30.680,0.62,-0.08,0.05,30.680,0.62,0.06,-0.09,30.680,0.64,-1.10E-4,-0.68,30.680,0.63,0.07,-0.20,30.680,0.61,-0.06,0.45,30.680,0.63,-0.06,-0.29,30.680,0.63,0.06,-0.27,30.680,0.62,0.09,-0.09,30.680,0.62,-0.10,-0.06,30.680,0.64,0.02,-0.61
30.720,0.62,0.09,0.10,30.720,0.62,0.09,-0.06,30.720,0.63,0.03,-0.50,30.720,0.62,0.08,-0.13,30.720,0.61,0.00,0.53,30.720,0.61,-0.06,0.31,30.720,0.61,0.02,0.37,30.720,0.63,-0.05,-0.58,30.720,0.63,0.01,-0.53,30.720,0.62,-0.08,0.19,30.720,0.63,0.06,-0.19,30.720,0.64,-0.03,-0.69,30.720,0.63,0.06,-0.19,30.720,0.61,-0.04,0.54,30.720,0.63,-0.07,-0.17,30.720,0.63,0.05,-0.37,30.720,0.63,0.09,-0.24,30.720,0.62,-0.10,0.13,30.720,0.64,-0.01,-0.57
30.760,0.62,0.09,-0.08,30.760,0.63,0.09,-0.21,30.760,0.63,0.01,-0.53,30.760,0.63,0.07,-0.25,30.760,0.61,0.02,0.52,30.760,0.61,-0.04,0.47,30.760,0.61,0.03,0.36,30.760,0.63,-0.07,-0.43,30.760,0.63,-0.01,-0.52,30.760,0.61,-0.06,0.31,30.760,0.63,0.05,-0.30,30.760,0.63,-0.06,-0.59,30.760,0.63,0.06,-0.27,30.760,0.61,-0.01,0.57,30.760,0.62,-0.08,-0.08,30.760,0.63,0.03,-0.44,30.760,0.63,0.07,-0.40,30.760,0.61,-0.09,0.32,30.760,0.63,-0.03,-0.51
30.800,0.63,0.09,-0.25,30.800,0.63,0.07,-0.36,30.800,0.63,-0.01,-0.51,30.800,0.63,0.06,-0.36,30.800,0.61,0.04,0.47,30.800,0.61,-0.02,0.63,30.800,0.61,0.05,0.37,30.800,0.63,-0.09,-0.19,30.800,0.63,-0.03,-0.49,30.800,0.61,-0.05,0.40,30.800,0.63,0.03,-0.38,30.800,0.63,-0.08,-0.37,30.800,0.63,0.04,-0.41,30.800,0.61,0.01,0.57,30.800,0.62,-0.08,0.02,30.800,0.63,0.01,-0.49,30.800,0.63,0.06,-0.54,30.800,0.61,-0.07,0.47,30.800,0.63,-0.05,-0.46
30.840,0.63,0.07,-0.37,30.840,0.63,0.06,-0.49,30.840,0.63,-0.03,-0.45,30.840,0.63,0.04,-0.46,30.840,0.61,0.06,0.38,30.840,0.61,0.01,0.63,30.840,0.62,0.06,0.34,30.840,0.62,-0.09,4.33E-4,30.840,0.63,-0.05,-0.39,30.840,0.61,-0.03,0.48,30.840,0.63,0.01,-0.43,30.840,0.63,-0.09,-0.16,30.840,0.63,0.02,-0.51,30.840,0.61,0.03,0.53,30.840,0.62,-0.08,0.17,30.840,0.63,-0.01,-0.49,30.840,0.64,0.03,-0.64,30.840,0.61,-0.05,0.57,30.840,0.63,-0.06,-0.39
30.880,0.63,0.05,-0.41,30.880,0.63,0.03,-0.57,30.880,0.63,-0.05,-0.38,30.880,0.63,0.02,-0.52,30.880,0.62,0.07,0.24,30.880,0.61,0.04,0.48,30.880,0.62,0.08,0.23,30.880,0.62,-0.08,0.12,30.880,0.63,-0.07,-0.23,30.880,0.61,-0.01,0.56,30.880,0.63,0.00,-0.44,30.880,0.62,-0.09,-0.04,30.880,0.63,0.00,-0.51,30.880,0.61,0.05,0.46,30.880,0.61,-0.07,0.33,30.880,0.63,-0.03,-0.46,30.880,0.64,0.00,-0.66,30.880,0.61,-0.03,0.63,30.880,0.63,-0.08,-0.28
30.920,0.63,0.04,-0.45,30.920,0.63,0.01,-0.60,30.920,0.63,-0.06,-0.29,30.920,0.63,-4.13E-4,-0.55,30.920,0.62,0.08,0.11,30.920,0.61,0.05,0.35,30.920,0.62,0.08,0.04,30.920,0.62,-0.08,0.22,30.920,0.63,-0.07,-0.08,30.920,0.61,0.01,0.57,30.920,0.63,-0.02,-0.42,30.920,0.62,-0.09,0.08,30.920,0.63,-0.02,-0.46,30.920,0.61,0.07,0.36,30.920,0.61,-0.05,0.45,30.920,0.63,-0.05,-0.38,30.920,0.64,-0.03,-0.61,30.920,0.61,0.00,0.64,30.920,0.62,-0.09,-0.13
30.960,0.64,0.02,-0.57,30.960,0.63,-0.02,-0.59,30.960,0.63,-0.07,-0.18,30.960,0.63,-0.02,-0.52,30.960,0.62,0.08,-0.01,30.960,0.61,0.06,0.30,30.960,0.63,0.08,-0.20,30.960,0.61,-0.07,0.33,30.960,0.62,-0.07,0.00,30.960,0.61,0.04,0.47,30.960,0.63,-0.04,-0.34,30.960,0.62,-0.09,0.28,30.960,0.63,-0.04,-0.41,30.960,0.62,0.08,0.22,30.960,0.61,-0.03,0.52,30.960,0.63,-0.06,-0.29,30.960,0.63,-0.05,-0.52,30.960,0.61,0.03,0.62,30.960,0.62,-0.09,0.03
31.000,0.64,0.00,-0.75,31.000,0.63,-0.04,-0.55,31.000,0.62,-0.08,-0.04,31.000,0.63,-0.04,-0.46,31.000,0.63,0.08,-0.12,31.000,0.62,0.07,0.25,31.000,0.63,0.07,-0.39,31.000,0.61,-0.05,0.44,31.000,0.62,-0.07,0.03,31.000,0.61,0.05,0.35,31.000,0.63,-0.05,-0.24,31.000,0.61,-0.07,0.47,31.000,0.63,-0.05,-0.41,31.000,0.62,0.09,0.08,31.000,0.61,-0.01,0.54,31.000,0.63,-0.07,-0.17,31.000,0.63,-0.07,-0.42,31.000,0.61,0.05,0.55,31.000,0.62,-0.09,0.20
31.040,0.64,-0.04,-0.77,31.040,0.63,-0.06,-0.45,31.040,0.62,-0.08,0.11,31.040,0.63,-0.06,-0.36,31.040,0.63,0.07,-0.25,31.040,0.62,0.09,0.13,31.040,0.63,0.04,-0.44,31.040,0.61,-0.03,0.51,31.040,0.62,-0.07,0.13,31.040,0.61,0.06,0.29,31.040,0.63,-0.06,-0.16,31.040,0.61,-0.04,0.53,31.040,0.63,-0.07,-0.36,31.040,0.62,0.09,-0.08,31.040,0.61,0.02,0.53,31.040,0.62,-0.08,-0.03,31.040,0.63,-0.08,-0.29,31.040,0.61,0.07,0.44,31.040,0.61,-0.07,0.34
31.080,0.63,-0.08,-0.58,31.080,0.63,-0.08,-0.32,31.080,0.62,-0.07,0.26,31.080,0.63,-0.07,-0.25,31.080,0.63,0.06,-0.39,31.080,0.62,0.08,-0.02,31.080,0.63,0.03,-0.38,31.080,0.61,-0.01,0.54,31.080,0.61,-0.06,0.29,31.080,0.62,0.07,0.25,31.080,0.62,-0.06,-0.07,31.080,0.61,-0.02,0.46,31.080,0.62,-0.09,-0.20,31.080,0.63,0.08,-0.27,31.080,0.61,0.04,0.48,31.080,0.62,-0.07,0.12,31.080,0.62,-0.09,-0.13,31.080,0.61,0.09,0.30,31.080,0.61,-0.06,0.48
31.120,0.63,-0.09,-0.29,31.120,0.63,-0.09,-0.17,31.120,0.61,-0.06,0.38,31.120,0.62,-0.08,-0.11,31.120,0.63,0.04,-0.51,31.120,0.63,0.08,-0.16,31.120,0.63,0.02,-0.34,31.120,0.61,0.01,0.54,31.120,0.61,-0.04,0.44,31.120,0.62,0.09,0.10,31.120,0.62,-0.06,0.06,31.120,0.61,-0.01,0.42,31.120,0.62,-0.09,0.05,31.120,0.63,0.07,-0.48,31.120,0.61,0.06,0.38,31.120,0.62,-0.07,0.28,31.120,0.62,-0.09,0.03,31.120,0.62,0.10,0.13,31.120,0.61,-0.04,0.58
31.160,0.63,-0.09,-0.07,31.160,0.62,-0.09,-0.02,31.160,0.61,-0.04,0.46,31.160,0.62,-0.08,0.04,31.160,0.63,0.01,-0.55,31.160,0.63,0.07,-0.34,31.160,0.63,0.00,-0.40,31.160,0.61,0.04,0.49,31.160,0.61,-0.02,0.50,31.160,0.62,0.09,-0.12,31.160,0.62,-0.06,0.17,31.160,0.61,0.01,0.47,31.160,0.62,-0.08,0.27,31.160,0.63,0.04,-0.62,31.160,0.62,0.07,0.26,31.160,0.61,-0.05,0.40,31.160,0.62,-0.09,0.20,31.160,0.62,0.10,-0.05,31.160,0.61,-0.01,0.64
31.200,0.62,-0.09,0.05,31.200,0.62,-0.09,0.14,31.200,0.61,-0.02,0.50,31.200,0.62,-0.08,0.19,31.200,0.63,-0.01,-0.54,31.200,0.63,0.06,-0.57,31.200,0.63,-0.02,-0.47,31.200,0.61,0.05,0.41,31.200,0.61,0.00,0.51,31.200,0.63,0.07,-0.30,31.200,0.62,-0.05,0.23,31.200,0.61,0.03,0.53,31.200,0.61,-0.07,0.40,31.200,0.64,0.01,-0.64,31.200,0.62,0.08,0.13,31.200,0.61,-0.03,0.45,31.200,0.61,-0.08,0.34,31.200,0.63,0.09,-0.22,31.200,0.61,0.02,0.62
31.240,0.62,-0.09,0.18,31.240,0.61,-0.08,0.30,31.240,0.61,0.00,0.51,31.240,0.61,-0.07,0.32,31.240,0.63,-0.03,-0.49,31.240,0.63,0.03,-0.72,31.240,0.63,-0.04,-0.48,31.240,0.61,0.07,0.30,31.240,0.61,0.02,0.51,31.240,0.63,0.06,-0.40,31.240,0.61,-0.04,0.28,31.240,0.61,0.05,0.51,31.240,0.61,-0.05,0.46,31.240,0.63,-0.01,-0.55,31.240,0.62,0.08,-0.02,31.240,0.61,-0.01,0.45,31.240,0.61,-0.06,0.46,31.240,0.63,0.08,-0.38,31.240,0.61,0.04,0.55
31.280,0.61,-0.08,0.32,31.280,0.61,-0.06,0.43,31.280,0.61,0.02,0.49,31.280,0.61,-0.05,0.42,31.280,0.63,-0.05,-0.45,31.280,0.64,-0.01,-0.68,31.280,0.63,-0.06,-0.39,31.280,0.62,0.08,0.20,31.280,0.61,0.04,0.46,31.280,0.63,0.04,-0.49,31.280,0.61,-0.03,0.37,31.280,0.61,0.07,0.38,31.280,0.61,-0.03,0.50,31.280,0.63,-0.03,-0.46,31.280,0.63,0.08,-0.16,31.280,0.61,0.00,0.44,31.280,0.61,-0.04,0.55,31.280,0.63,0.06,-0.50,31.280,0.61,0.06,0.46
31.320,0.61,-0.06,0.46,31.320,0.61,-0.04,0.53,31.320,0.61,0.04,0.43,31.320,0.61,-0.03,0.49,31.320,0.63,-0.06,-0.38,31.320,0.63,-0.03,-0.48,31.320,0.63,-0.07,-0.25,31.320,0.62,0.08,0.10,31.320,0.61,0.06,0.31,31.320,0.63,0.02,-0.57,31.320,0.61,-0.01,0.44,31.320,0.62,0.09,0.20,31.320,0.61,-0.01,0.55,31.320,0.63,-0.05,-0.37,31.320,0.63,0.07,-0.28,31.320,0.61,0.02,0.48,31.320,0.61,-0.02,0.62,31.320,0.64,0.04,-0.59,31.320,0.62,0.08,0.31
31.360,0.61,-0.04,0.54,31.360,0.61,-0.02,0.58,31.360,0.61,0.06,0.35,31.360,0.61,-0.01,0.52,31.360,0.63,-0.08,-0.26,31.360,0.63,-0.05,-0.31,31.360,0.63,-0.08,-0.11,31.360,0.62,0.09,-0.02,31.360,0.62,0.07,0.13,31.360,0.63,-0.01,-0.55,31.360,0.61,0.01,0.42,31.360,0.62,0.09,0.04,31.360,0.61,0.01,0.58,31.360,0.63,-0.06,-0.27,31.360,0.63,0.05,-0.38,31.360,0.61,0.04,0.50,31.360,0.61,0.01,0.63,31.360,0.64,0.01,-0.64,31.360,0.62,0.09,0.13
31.400,0.61,-0.02,0.58,31.400,0.61,0.00,0.60,31.400,0.62,0.07,0.23,31.400,0.61,0.01,0.51,31.400,0.62,-0.09,-0.06,31.400,0.63,-0.05,-0.25,31.400,0.62,-0.08,0.04,31.400,0.63,0.08,-0.22,31.400,0.62,0.07,0.02,31.400,0.63,-0.03,-0.47,31.400,0.61,0.03,0.34,31.400,0.62,0.09,-0.12,31.400,0.61,0.04,0.54,31.400,0.63,-0.07,-0.17,31.400,0.63,0.04,-0.47,31.400,0.61,0.07,0.37,31.400,0.61,0.04,0.56,31.400,0.64,-0.01,-0.63,31.400,0.62,0.09,-0.08
31.440,0.61,0.00,0.60,31.440,0.61,0.03,0.56,31.440,0.62,0.08,0.09,31.440,0.61,0.03,0.48,31.440,0.62,-0.09,0.15,31.440,0.63,-0.06,-0.27,31.440,0.62,-0.07,0.17,31.440,0.63,0.07,-0.45,31.440,0.62,0.07,-0.01,31.440,0.63,-0.04,-0.41,31.440,0.61,0.04,0.33,31.440,0.63,0.08,-0.26,31.440,0.61,0.06,0.41,31.440,0.62,-0.07,-0.12,31.440,0.63,0.01,-0.51,31.440,0.62,0.08,0.10,31.440,0.61,0.06,0.42,31.440,0.64,-0.04,-0.58,31.440,0.63,0.08,-0.23
31.480,0.61,0.03,0.58,31.480,0.61,0.05,0.49,31.480,0.62,0.08,-0.04,31.480,0.61,0.05,0.42,31.480,0.62,-0.07,0.32,31.480,0.63,-0.08,-0.22,31.480,0.62,-0.06,0.28,31.480,0.63,0.05,-0.57,31.480,0.63,0.07,-0.06,31.480,0.63,-0.06,-0.38,31.480,0.62,0.05,0.35,31.480,0.63,0.07,-0.40,31.480,0.62,0.07,0.22,31.480,0.62,-0.08,-0.08,31.480,0.63,-0.01,-0.51,31.480,0.62,0.07,-0.14,31.480,0.61,0.07,0.30,31.480,0.63,-0.06,-0.50,31.480,0.63,0.07,-0.26
31.520,0.61,0.05,0.52,31.520,0.61,0.07,0.38,31.520,0.63,0.07,-0.18,31.520,0.61,0.07,0.32,31.520,0.61,-0.06,0.40,31.520,0.62,-0.09,-0.08,31.520,0.61,-0.05,0.36,31.520,0.63,0.02,-0.58,31.520,0.63,0.07,-0.19,31.520,0.63,-0.08,-0.29,31.520,0.62,0.07,0.28,31.520,0.63,0.05,-0.51,31.520,0.62,0.08,0.07,31.520,0.62,-0.08,0.04,31.520,0.63,-0.03,-0.48,31.520,0.62,0.06,-0.17,31.520,0.62,0.08,0.21,31.520,0.63,-0.08,-0.37,31.520,0.63,0.06,-0.25
31.560,0.61,0.07,0.40,31.560,0.62,0.08,0.24,31.560,0.63,0.06,-0.30,31.560,0.62,0.08,0.18,31.560,0.61,-0.04,0.45,31.560,0.62,-0.08,0.14,31.560,0.61,-0.03,0.43,31.560,0.64,0.00,-0.54,31.560,0.63,0.05,-0.36,31.560,0.62,-0.09,-0.09,31.560,0.62,0.08,0.08,31.560,0.63,0.02,-0.57,31.560,0.62,0.08,0.01,31.560,0.61,-0.08,0.24,31.560,0.63,-0.05,-0.41,31.560,0.63,0.05,-0.12,31.560,0.62,0.09,0.10,31.560,0.63,-0.09,-0.22,31.560,0.63,0.05,-0.34
31.600,0.62,0.09,0.24,31.600,0.62,0.09,0.09,31.600,0.63,0.05,-0.40,31.600,0.62,0.08,0.02,31.600,0.61,-0.02,0.49,31.600,0.61,-0.07,0.37,31.600,0.61,-0.02,0.54,31.600,0.63,-0.02,-0.50,31.600,0.63,0.03,-0.48,31.600,0.62,-0.08,0.10,31.600,0.62,0.08,-0.18,31.600,0.64,-3.76E-4,-0.58,31.600,0.63,0.08,-0.01,31.600,0.61,-0.06,0.44,31.600,0.63,-0.06,-0.32,31.600,0.63,0.06,-0.17,31.600,0.62,0.09,-0.06,31.600,0.62,-0.10,-0.04,31.600,0.64,0.04,-0.57
31.640,0.62,0.09,0.07,31.640,0.62,0.09,-0.07,31.640,0.63,0.03,-0.47,31.640,0.62,0.08,-0.12,31.640,0.61,-9.23E-4,0.51,31.640,0.61,-0.05,0.54,31.640,0.61,0.01,0.63,31.640,0.63,-0.04,-0.45,31.640,0.63,0.01,-0.53,31.640,0.62,-0.07,0.23,31.640,0.63,0.06,-0.37,31.640,0.64,-0.02,-0.53,31.640,0.63,0.08,-0.12,31.640,0.61,-0.04,0.56,31.640,0.63,-0.07,-0.20,31.640,0.63,0.04,-0.32,31.640,0.63,0.08,-0.24,31.640,0.62,-0.10,0.13,31.640,0.64,0.00,-0.76
31.680,0.62,0.09,-0.08,31.680,0.63,0.08,-0.21,31.680,0.63,0.01,-0.51,31.680,0.63,0.07,-0.25,31.680,0.61,0.02,0.49,31.680,0.61,-0.03,0.58,31.680,0.61,0.04,0.62,31.680,0.63,-0.06,-0.38,31.680,0.63,-0.01,-0.52,31.680,0.61,-0.06,0.31,31.680,0.63,0.04,-0.45,31.680,0.63,-0.04,-0.46,31.680,0.63,0.07,-0.39,31.680,0.61,-0.01,0.59,31.680,0.62,-0.08,-0.06,31.680,0.63,0.03,-0.44,31.680,0.63,0.07,-0.38,31.680,0.61,-0.09,0.30,31.680,0.64,-0.03,-0.71
31.720,0.63,0.08,-0.23,31.720,0.63,0.07,-0.35,31.720,0.63,-0.01,-0.51,31.720,0.63,0.06,-0.37,31.720,0.61,0.04,0.44,31.720,0.61,0.00,0.49,31.720,0.61,0.06,0.46,31.720,0.63,-0.07,-0.30,31.720,0.63,-0.03,-0.48,31.720,0.61,-0.05,0.39,31.720,0.63,0.02,-0.43,31.720,0.63,-0.06,-0.41,31.720,0.64,0.05,-0.68,31.720,0.61,0.01,0.57,31.720,0.62,-0.08,0.08,31.720,0.63,0.01,-0.48,31.720,0.63,0.05,-0.48,31.720,0.61,-0.07,0.44,31.720,0.63,-0.06,-0.52
31.760,0.63,0.07,-0.38,31.760,0.63,0.05,-0.47,31.760,0.63,-0.03,-0.47,31.760,0.63,0.04,-0.46,31.760,0.61,0.06,0.35,31.760,0.61,0.01,0.39,31.760,0.62,0.08,0.21,31.760,0.63,-0.08,-0.20,31.760,0.63,-0.05,-0.41,31.760,0.61,-0.03,0.47,31.760,0.63,0.01,-0.39,31.760,0.63,-0.07,-0.36,31.760,0.64,0.01,-0.75,31.760,0.61,0.03,0.51,31.760,0.62,-0.07,0.22,31.760,0.63,-0.01,-0.47,31.760,0.63,0.03,-0.56,31.760,0.61,-0.05,0.54,31.760,0.63,-0.07,-0.33
